Date,News
2016-07-24,"My    lives far away. She calls to check in every week or so and runs through a laundry list of topics: her husband, their kids, their dog. She has a million stories. Trouble is, by the time she’s finished, her time is up: “Gotta go!” This leaves no room for me to share my news. So while I know her son’s ACT scores, she wouldn’t be able to tell you the first thing about my family. This has been going on for over a year. Is there a way to point out the imbalance that won’t make me sound needy or her  ? VALERIE, CONN. I have a newish therapist, and I’m going away for a spell this summer. So I asked if he would consider phone sessions. “Absolutely not!” he said, with a look that verged on repulsion. In his experience, patients on the phone often interpret silence as a signal to keep talking, leading to 50 minutes of blather. Perhaps this notion, combined with the fact that your    seems to be initiating all these calls, explains her conversational dominance. (Or maybe she’s a narcissistic witch.) One idea: Try dialing the phone yourself. It’s conceivable that your    will back off a little, and you will become “Charles in Charge” for the length of the calls that you place. If not, here’s another: Though I have preached for years that we should pick up the phone at the first sign of trouble in our   do the opposite here. After your next   call, send her an email: “Your story about Charlie’s ACT’s made me think of a funny one from when Sarah took them. Remind me to tell you when we next speak. ” Then do so at the beginning of your next call. She may get the hang of taking turns. Now, this advice is predicated on the assumption that your    is a good person with an annoying phone tic, and that normal attempts to jostle your way into the conversation have failed. But we may have different definitions of jostling. There’s no crime in saying: “Hang on! You won’t believe what your brother did,” after she tells you a story about her husband. Not every conversationalist will lay out the red carpet for us. Sometimes we have to make our own breaks. My husband and I married last September. We have a surprising number of friends who attended the wedding but have not yet sent gifts. We had a small registry that sold out quickly, so some folks probably saw that it was sold out, made a mental note to buy something else, then forgot. It’s not a big deal to us. But we’re worried that some friends got us gifts that may have been lost at the wedding or in the mail, and they are now wondering why we haven’t sent them   notes. What should we do? DAVID, NEW YORK I applaud the mental gymnastics of trying to turn your “surprising number” of    friends into victims of the United States Postal Service. (You and your hubby should head to Rio for spots on the Olympic tumbling squad.) For every package that is not delivered, millions are. And absent some catastrophic event at your wedding reception, I suspect you are in possession of all of the presents left for you there, too. Don’t obsess over tiny risks. The trick here is turning your friends’ attendance at your wedding into the big prize. Because that’s all you’re getting. Sorry. If you want to send them   notes for being part of your big day, knock yourself out. But it seems over the top to me. For what it’s worth, your assessment of the situation  —     registry leading to giftlessness  —   seems about right. Next time, register for everything in sight. (Books, anyone?) I came across a travel package to Japan that sounded perfect for my husband and me. He mentioned it to his running buddy, who immediately said that he and his wife were in: “We’d love to join you. ” Philip, they weren’t invited! It’s a   trip, and we’ve never traveled together before. More important, they are not adventurous eaters, and I don’t want to spend my limited travel time scouting for Americanized food in Asia. Fortunately, the trip was sold out. Now, another has come up, but I’m afraid that Japan is off the table if we want to travel alone. Isn’t it too risky to book the trip and try to keep it top secret? C. S. NEW JERSEY Has anyone else noticed that it seems to be masochist week at Social Q’s? Don’t let impromptu statements by your husband’s running buddies dictate your travel schedule. Book your vacation and hold your head high. No need for secrecy. When your husband (inevitably) mentions the trip to his friend, coach him to say, “We decided to make it a second honeymoon and go alone. ” Your objections to   travels with this couple sound sensible, but no reason is required. Propose a long weekend to the Berkshires instead. (But only if you want to go with them.)"
2016-07-25,"           For us to continue writing great stories, we need to display ads.             Please select the extension that is blocking ads.     Please follow the steps below, In February 2011, the Washington Post published a survey it conducted with the Kaiser Family Foundation and Harvard University on the U. S. economy. Although black and Hispanic families were hurt by the Great Recession, it was the ”  whites” who held the darkest view of the country. These men used to the the backbone of an economy built by brawn and rooted in manufacturing jobs. But now, nostalgic and despondent in equal measure, more than half said that America’s best days were past, and 43 percent said ”hard work and determination are no guarantees of success. ” The survey feels portentous now that the category of “  whites” has become the core demographic of Donald Trump’s astonishingly strong coalition. Trump’s support is driven by racism, xenophobia, and other varieties of cultural unease, but it is also a reflection of a lost generation of men, enraged and adrift in an economy where a college degree is one of the few dependable life rafts.   men in their 40s and older are shocking the country with their turn toward nationalism. But what’s the situation among   men under 35? If good, steady,   work is the key to any person’s economic satisfaction, there are several reasons to be nervous about the upcoming generation. Since 2000, the   participation rate of young men without a college degree has declined more than any other    group. Since the turn of the century, the participation rate of     olds with just a   degree has fallen 10 points to about 70 percent for those without even a   degree, it’s fallen 20 points, to 30 percent. Some of this drop is attributable to rising college attendance. But not all of it. Nine percent of Americans between 20 and 24 are neither in school, work, or training. So where do these men live? What are they doing all day? The answer to the first question seems to be that more of them are living at home. For the first time since at least the 1940s, young men are more likely to be living with their parents than with romantic partners. In 2014, 35 percent of young men between 18 and 34 lived with their parents, compared to just 28 percent who lived with a spouse. It’s not the cost of college or the weight of student loans alone that is forcing young people to stay home. Young adults without a   or college degree are far more likely to live with their parents. For young black men, this trend is hardly new even in 1980, they were more likely to live with their parents than with a spouse or girlfriend. As for what they’re doing all day, Erik Hurst, an economist at the University of Chicago, is now conducting research that suggests that   men who aren’t in the labor market are spending a considerable amount of their time in front of screens. Here is how Hurst explained his preliminary findings in a “Faculty Spotlight” profile on the University of Chicago’s website,  as noted by the economist Tyler Cowen on his blog: In the 2000s, employment rates for young men with less than a   degree dropped sharply  —   more than in any other group. We have determined that, in general, they are not going back to school or switching careers, so what are they doing with their time? The hours that they are not working have been replaced almost one for one with leisure time.   percent of this new leisure time falls into one category: video games. [Emphasis mine] Detached from the labor force, with neither a college degree nor a steady job, these men have little income. But the technological revolution in media and entertainment of the last few decades has made it cheaper than ever to divert oneself on a phone, computer, television, or   console. Leisure is cheap enough that it apparently doesn’t require a steady   or 1099 to have fun. And they are having fun, Hurst emphasized. “Happiness surveys actually indicate that they [are] quite content compared to their peers,” he told UChicago. In the short run, not working doesn’t seem to make men miserable at all. Cheap and abundant entertainment anesthetizes   and   young men in the present. But in the long run, it cuts them off from the same things that provide meaning in middle age, according to psychological and longitudinal studies  —  a career, a family, and a sense of accomplishment. The problem is that these    will eventually be    and    and although young men who don’t go to college might appear happy now, those same satisfaction studies suggest that they will be much less happy in their 30s and 40s —  less likely to get married, and more likely to be in poverty. There is a rising generation of   men, cut off from steady employment, but, for the moment, diverted by entertainment. They are, as far as Hurst can tell, not miserable now and yet, there is little precedent for a large and highly satisfied group of     men living in poverty in an advanced economy. “This problem, if that is the right word for it, will not be easily solved,” Cowen wrote on his blog. If these men back a political movement, it probably won’t look much like today’s Trumpist’s coalition. After all, Trump’s support skews heavily white, and many of today’s young men who didn’t graduate high school are black and Hispanic. But one possible lesson of this election is that feelings of cultural isolation and economic despondency are ingredients in a noxious and unpredictable compound, which can combust in surprising ways. Another mix may be brewing."
2016-07-26,"Twitter is battling for a share of the internet’s booming video advertising budgets, its executives said on Tuesday, as the company reported its slowest growth in quarterly revenue since going public in 2013. Facing increasing competition from   competitors such as Snapchat and Instagram, Twitter is attempting to encourage users to stay longer on the platform by adding more live video content from Periscope and on Twitter itself.  It has signed 250 media partners across politics, sports and entertainment, introducing ways to watch live video and simultaneously comment including live broadcasts of the Republican and Democratic party conventions in July. “We’re working every day to make Twitter faster and more intuitive to use,” said its CEO, Jack Dorsey, “introducing changes to the timeline, character count and reply rules. We have exciting momentum on live video on Periscope and on Twitter. ” Adam Bain, Twitter’s chief operating officer, said that video now accounts for the majority of Twitter’s advertising revenue. “One year ago those products [Twitter’s video advertising offering] did not exist,” he said. “There’s a whole new set of video budgets out there  —   a $10bn marketplace in the US alone. ” Bain said there had been strong demand for advertising around its NFL content, including the brands Sony, Nestlé, Verizon and  .  Twitter’s user base, however, modestly increased to 313 million average monthly active users in the second quarter, up from 310 million in the first quarter. The company, which has been struggling with stagnating user growth and lower spending by advertisers, is doubling down on efforts to attract users. Under Dorsey, the company is working to better define its role in the growing social media landscape. Twitter rolled out a video ad this week that showed it as the place to go for live news, updates and discussion about current events.  The microblogging service operator’s shares plunged 10% in extended trading as revenue for the quarter fell short of analysts’ estimates. Revenue forecast for the current quarter also came in below estimates. Twitter forecast current quarter revenue of $ $610m, well below the average analyst estimate of $678. 18m.  Excluding items, the company earned 13 cents per share, topping the average analyst estimate of 10 cents.  The company’s net loss narrowed to $107. 2m, or 15 cents a share, in the second quarter ended 30 June, from $136. 7m, or 21 cents a share, a year earlier.  Revenue rose about 20% to $602m, missing the estimate of $606. 8m. "
2016-07-27,"Dan Loeb is the latest hedgie to love the Brexit vote. Loeb’s Third Point acted quickly following the UK vote on June 23  —   jumping into US equities when they tumbled following Brexit and then profiting as stocks gained 4. 9 percent from their decline before the end of the month. For the month, Third Point gained 4. 6 percent in the second quarter, according to an investor letter released Wednesday. David Einhorn’s Greenlight Capital, in a letter on Tuesday, pointed to the Brexit bounce to help explain a profit from its short positions. While returns in the broader hedge fund industry are trending lower compared to previous years, the UK trading opportunity helped to brighten that narrative. Third Point said problems like “copycat investment frameworks” and some managers failing to have a macro view should be addressed."
2016-07-28," What we just witnessed in Cleveland and Philadelphia defies our normal political vocabulary. We are used to speaking of American politics as split between the two major parties. It’s Democrats versus Republicans, liberals versus conservatives, left versus right.    But not this election. The conventions showed that this is something different. This campaign is not merely a choice between the Democratic and Republican parties, but between a normal political party and an abnormal one. The Democratic Party’s convention was a normal political party’s convention. The party nominated Hillary Clinton, a longtime party member with deep experience in government. Clinton was endorsed by Bernie Sanders, the   in the primary. Barack Obama, the sitting president, spoke in favor of Clinton. Various Democratic luminaries gave speeches endorsing Clinton by name. The assembled speakers criticized the other party’s nominee, arguing that he would be a bad president and should be defeated at the polls. That isn’t to say that Democrats didn’t show divisions or expose fault lines. They did. Political parties are chaotic things. The Democratic Party’s primary was unusually bitter, and listening to the loud ”boos” of Sanders’s most committed supporters, there’s real reason to wonder whether Democrats will fracture in coming years. But for now, the Democrats nominated a normal candidate, held a normal convention, and remain a normal political party.    Republicans held an abnormal convention and nominated an abnormal candidate The Republican Party’s convention was not a normal political party’s convention. The party nominated Donald Trump, a new member with literally no experience in government. Ted Cruz, the   in the primary, gave a primetime speech in which he refused to endorse Trump, and instead told Americans to ”vote your conscience.”    The Republican Party’s two living presidents, George W. Bush and George H. W. Bush, declined to endorse Trump or attend the convention. The party’s previous two presidential nominees, Mitt Romney and John McCain, declined to endorse Trump or attend the convention. The assembled speakers  —   including Chris Christie, a prospective attorney general  —   argued that the other party’s nominee was a criminal who should be thrown in jail.             Even the normal parts of the convention felt abnormal. The prospective first lady’s speech included a passage plagiarized from the Democratic Party’s first lady. Trump counterprogrammed the first night of his own convention by doing a phone interview with Fox News and an   discussion with the Golf Channel. He distracted from his running mate’s acceptance speech by telling the New York Times he would not automatically honor America’s commitments under the NATO treaty. Trump’s speech was enthusiastically endorsed by David Duke, the former grand wizard of the Ku Klux Klan. ”Couldn’t have said it better,” he tweeted.    Trump’s   was even worse The strangeness didn’t end with the convention. The next day  —   the very next day!  —   Trump gave a press conference in which he said Ted Cruz’s father was likely involved in the assassination of JFK, swore he wouldn’t accept Cruz’s endorsement even if it were offered, and argued that the National Enquirer deserved a Pulitzer Prize. It was one of the strangest and most   political performances in recent memory. The conservative Weekly Standard was left agog. The Republican Party’s nominee, Stephen Hayes wrote, ”is not of sound mind.” Then, befitting the dignity we expect in our presidential aspirants, the Republican Party’s nominee spent his week   the Democratic Party’s convention, with deep, thoughtful commentary like:   The invention of email has proven to be a very bad thing for Crooked Hillary in that it has proven her to be both incompetent and a liar!  —   Donald J. Trump (@realDonaldTrump) July 26, 2016    And:   Elizabeth Warren, often referred to as Pocahontas, just misrepresented me and spoke glowingly about Crooked Hillary, who she always hated!  —   Donald J. Trump (@realDonaldTrump) July 26, 2016    He followed that up with a press conference at which he blasted the job Tim Kaine had done in   …     New Jersey? Of course, Kaine was the governor of Virginia. Trump seems to have literally confused the Democrats’ vice presidential nominee with Tom Kean, the former Republican governor of New Jersey.    Unwilling to stop there, Trump went on to comment on the hack of the Democratic National Committee’s emails, which most experts think was conducted by Russia. ”Russia, if you are listening, I hope you are able to find the 33, 000 emails that are missing  —   I think you will probably be rewarded mightily by our press,” he said. Let’s stop there for a second: Donald Trump went out and asked a foreign government to conduct cyber espionage in order to help his campaign. His supporters initially tried to laugh it off as an   joke, but then Trump tweeted the same thing. This came only hours after his running mate, Mike Pence, had warned of ”serious consequences” if Russia truly was behind the DNC hack. None of this is normal. A new cleavage in American politics: normal versus abnormal America’s main political cleavage is between the Democratic and Republican parties. That split has meant different things at different times, but in recent decades it primarily tracks an ideological disagreement: Democrats are the party of liberal policies; Republicans are the party of conservative policies. But in this year’s presidential election, the difference is more fundamental than that: The Democratic Party is a normal political party that has nominated a normal presidential candidate, and the Republican Party has become an abnormal political party that has nominated an abnormal presidential candidate.            Simply saying that will raise people’s partisan hackles, but it’s not a partisan comment. Republicans know that Donald Trump is not a normal nominee. They know this isn’t what their 2012 convention looked like or how their 2008 convention felt. And while most Republicans fear Democrats keeping the White House enough to unhappily support Trump, it’s worth listening to what they’ve said about him. Ted Cruz called Trump a ”pathological liar,” ”utterly amoral,” and ”a narcissist at a level I don’t think this country’s ever seen.”    Rick Perry said Trump’s candidacy was ”a cancer on conservatism, and it must be clearly diagnosed, excised, and discarded.” National Review, the flagship journal of American conservatism, said Trump ”is a menace to American conservatism.” Rand Paul said Trump is ”a delusional narcissist and an   windbag. A speck of dirt is way more qualified to be president.” A list like this could go on, and on, and on. But here’s the point: These aren’t normal political condemnations. This isn’t normal political language. Republicans know they’ve nominated a dangerous man. They tried to warn their voters in the strongest terms possible that Trump is unqualified, untrustworthy, and amoral. Michael Bloomberg, the former Republican mayor of New York City, put it simply in a speech endorsing Clinton. ”Together, let’s elect a sane, competent person,” he said. That is what an endorsement sounds like when the choice shifts from left versus right to normal versus abnormal. There are some differences in politics that transcend ideology. This is one of them. Clinton, say what you will about her, is a normal political candidate who will operate within the normal boundaries of American democracy. Donald Trump is an abnormal political candidate; we have no idea which democratic boundaries he would respect, which conspiracy theories he would believe, which political enemies he would punish, which treaties he would honor.    Trump has already been scolded by his own party for racist comments, for attacks on the judiciary, for undermining the NATO alliance, for inviting foreign governments to meddle in American elections. None of this is okay. None of it is normal. This is not a man with the temperament, the steadiness, or the discipline to be president. This election puts Republicans in a hard position. Even as the choice in this election is between a normal candidate and an abnormal one, it’s also between a liberal candidate and a, well,   one. I don’t doubt Trump would nominate   judges, or that he would resist raising taxes. I understand why so many Republicans have decided to suppress their doubts and support him. But this is a dangerous game. We are a nation protected by norms, not just by laws. Our political parties should be held to certain standards in terms of the candidates they nominate, the behaviors they accept, the ideas they mainstream. Trump violates those standards. By indulging him, the Republican Party is normalizing him and his behavior, and making itself abnormal. "
2016-07-29,"  On a historic night, Hillary Clinton proved that a woman nominee for president can deliver just as good an acceptance speech as a man    and some would say, even better. Clinton is more adept at debates than in public speeches, but her sweeping,   and sometimes moving acceptance address was one of her most effective performances. Unlike most speakers in Philadelphia, she put jobs and terror front and center in her campaign    just where they belong. She also delivered one of best attack lines against Donald Trump: ”A man you can bait with a tweet is not a man we can trust with nuclear weapons.” Join us on Facebook.  Even so, it is questionable whether she and her team made the right call in skirting around the elephant in the room: the high levels of distrust felt toward her that could cost her victory in November.   From experience in past presidential campaigns, I am sympathetic with their decision to remain silent: It would definitely have been a risky play, probably drawing headlines away from her more positive message and perhaps converting few voters.  Even so, I thought they made a mistake. Bobby Kennedy liked to quote an old saying, ”Hang a lantern on your problem.” Clinton seemed to be moving in that direction several days ago, humbly acknowledging that many don’t trust her and that she needs to work on it. That admission made her more real and credible.   ”Well,” say friends, ”what can she do about it? How can she turn things around?”  For starters, she ought to be aggressively finding ways to be much more transparent and accountable. Her news conferences are rare they need to happen frequently. She needs to release transcripts from her past speeches to Wall Street audiences. As she did at her convention, she needs to bring a bevy of speakers to public attention who can testify from working with her how trustworthy she is. And she needs to begin mapping out plans for an administration that would be far more open than those of the recent past, including the governments of George W. Bush and Barack Obama.  Public leaders in America, Europe and much of the world are now facing a growing crisis of public distrust.  As the first woman nominee in U. S. presidential politics, wouldn’t it be exhilarating if Hillary Clinton could also be a pioneer in raising standards in politics?"
2016-07-30,"PARIS (AP)  —   A teenager detained following the gruesome killing of an    priest by a pair of jihadi attackers in northwest France was released Saturday, a French official said. [An official with the Paris prosecutor’s office said investigators questioning the    found evidence of regular visits to jihadi sites and of “incitement to terrorism,” but that the minor’s case had been handed over to prosecutors in the nearby city of Rouen who cover the region. She spoke on condition of anonymity as she was not allowed to be named publicly.  Judicial authorities in Rouen did not immediately return a message seeking comment. A Syrian refugee and a cousin of one of the two attackers remain in custody following the July 26 attack in the French town of     which claimed the life of Rev. Jacques Hamel as he celebrated morning Mass. The violence sent shockwaves around France and deeply touched many among the nation’s 5 million Muslims. The Islamic State group claimed responsibility for the attack, as well as the July 14 truck attack in Nice, where 84 people were killed by a man who plowed a truck down a seaside promenade. France has seen rising jihadi violence in the past 18 months, with attacks against journalists, Jews, police and partygoers. The deadliest violence struck Paris on Nov. 13, when Muslim fanatics targeted Paris’ Bataclan concert hall, restaurants and a stadium, killing 130 people and wounding hundreds more. In a separate development, two men suspected of connections to the Paris attacks were extradited Friday from Austria to France. The men, identified by Austrian authorities as a    from Pakistan and a    from Algeria, are believed to have come to Europe last year posing as refugees. French authorities have said the men were handed preliminary charges of “criminal terrorist association. ” In yet another development, the official with the Paris prosecutor’s office said that an unnamed man detained in the wake of the Nice truck attack would be sent to Paris on Monday, a step toward preliminary charges. The man is suspected of being the person who posed for a selfie with the driver Mohamed Lahouaiej Bouhlel in the cab of the vehicle used in the attack, she said."
2016-07-31," Hillary Clinton is heading to heavily Republican Nebraska on Monday in search of a single electoral vote. In a move that suggests the Democratic presidential nominee is taking nothing for granted against Republican Donald Trump, Clinton has scheduled a late afternoon rally in Omaha, a moderate pocket of an otherwise conservative state. Here’s why: Nebraska is one of only two states that awards part of its electoral votes based on outcomes in congressional districts. The other is Maine. In Nebraska’s case, two of the state’s five electoral votes go to the statewide winner. That is almost certain to be Trump. The other three are distributed on the basis of performance in Nebraska’s three congressional districts.  [How Clinton and Sanders avoided a broken convention]  In 2008,  . Barack Obama (Ill.) edged out GOP nominee John McCain in the 2nd Congressional District, which includes Omaha, picking up exactly one of the 270 electoral votes needed nationwide to secure the presidency.  Four years later, Mitt Romney swept the entire state, which has pretty much been the norm for Republicans in recent decades. Bud Synhorst, executive director of the Nebraska Republican Party, said he considered Obama’s 2008   “pretty much of a fluke. ” “I think Clinton is wasting her time and money,” Synhorst said. “She thinks she can pull an Obama, but she’s not the same candidate, and it’s eight years later. ” Democrats, however, say they are pretty fired up about the visit, scheduled for a high school gym that won’t be nearly large enough to fit everyone who has already RSVP’d, according to Nebraska Democratic Party Chairman Vincent Powers. Powers said that after consulting with others on Facebook, he determined that a Democrat hadn’t campaigned in Nebraska during the general election since President Franklin D. Roosevelt sought reelection in 1936. “It’s been 80 years,” Powers said. “We’re just very happy she’s coming. For us in Nebraska, it’s a huge development to have a future president campaigning here. ” Obama came to Nebraska ahead of the 2008 Democratic caucuses but did not return before the general election, Powers said. “Unless you come and ask for our vote, you’re not going to get our vote,” said Powers, adding that he has been annoyed by those in the national media who consider Nebraska a state that Democrats “should just fly over. ” Unlike other parts of the state, conservative talk show host Rush Limbaugh doesn’t dominate the airwaves in Omaha, Powers added. “There’s a lot more to listen to on the radio,” he added. Omaha is Nebraska’s largest city and home to a handful of Fortune 500 companies as well as the annual College World Series. It is telling that Clinton considers the   district a battleground. Her campaign has staff on the ground there and is airing television ads in the Omaha market. Only eight states have been afforded the same status: Florida, Iowa, Nevada, New Hampshire, North Carolina, Ohio, Pennsylvania and Virginia. (Pennsylvania is relatively new to the list, having replaced Colorado, a state targeted in an earlier Clinton ad buy.) Republicans have speculated that Clinton’s stand in Omaha is really more about shoring up support in Iowa, a swing state on Nebraska’s eastern border. The Omaha TV market bleeds over into western Iowa, including Council Bluffs, which is just across the river. The Clinton campaign insists otherwise. During last week’s Democratic National Convention in Philadelphia, a   Clinton campaign official made a point of visiting a Nebraska delegation breakfast. “We are campaigning in Nebraska for your congressional district,” said Marlon Marshall, the campaign’s director of states and political engagement, according to an account in the Omaha  . “We feel very strongly that we can win. ” The state GOP doesn’t plan to be particularly welcoming when Clinton touches down on Monday. Groups of military veterans opposed to her policies are planning to greet her both at the airport and the event site, Synhorst said. “We have a couple other things planned for her that she’ll find out about when she gets here,” he added.  "
2016-08-01,"The residents of a Midtown   were promised a building of “premier luxury caliber”  —   but all they got was a crumbling, leaky mess, a $67 million lawsuit charges. When The Alexander was being built on East 49th Street near Second Avenue in 2008, its developer promised amenities like an Equinox gym and roof decks, as well as fine touches such as marble and bronze elevators and   flooring, according to the suit by the building’s condo owners. But the   building is now rife with dangerous code violations and sloppy, unfinished work, the owners charge in the suit, filed in Manhattan Supreme Court last week against developer Alexander Gurevich and others. Gurevich “represented to prospective purchasers that the Turtle Bay condominium and its units would be of a premier luxury caliber and would be designed and constructed with the highest quality of materials and workmanship,” the suit says. “However, this was not the case at all. ” The suit says cracks and leaks permeate the building, including on the roof, balconies and terraces, causing water to flood some condos  —   which, according to the real estate website StreetEasy, sell for as much as $1. 9 million for a  . Cracked glass on the common roof deck is held together with clear tape, and windows aren’t sealed properly to keep out drafts and noise, the suit says.   roof tiles are loose and in danger of falling, and no emergency signs were ever installed, the suit says. The   board of managers says several   amenities promised in the building’s “offering plan” are nonexistent, too. A promised gym, “  room” for   deliveries and mail room were never built, the suit says. The manager panel claims in the complaint that The Alexander’s initial board was stacked with Gurevich cronies who failed to pay the building’s water and sewer bills for five years. Now, they say, condo owners will have to shell out roughly $320, 000 as part of a   repayment plan, with another $122, 000 in interest. “The board felt it was very necessary to pursue these claims based on the various conditions alleged in their complaint,” said their lawyer, Steven Sladkus. The suit also names the building’s manager, Taube Management Realty, and its designer, Sydness Architects, as defendants. In 2010,   General Andrew Cuomo barred Gurevich from real estate sales for three years after alleging that he failed to disclose key financial information to investors at The Alexander. Gurevich and Taube did not return messages. Jeff Sydness, who owns Sydness Architects, said he had not seen the suit and could not comment."
2016-08-02,"        For us to continue writing great stories, we need to display ads.             Please select the extension that is blocking ads.     Please follow the steps below, NEWS BRIEF  The   shooting death of Korryn Gaines, a    black woman, is bringing attention to women killed by law enforcement and the threats officers face after a turbulent month of shooting incidents. Authorities said Gaines was shot and killed by police officers on Monday when they arrived at her apartment in Randallstown, Maryland, outside of Baltimore, to serve arrest warrants and she “pointed a gun at them and threatened to kill them. ” The Washington Post details the incident: The man was wanted on an assault charge, while Gaines, 23, had an arrest warrant for failing to appear in court after a traffic violation in March. According to police, no one responded to 10 minutes of door knocking, even though they could hear several people inside. When officers obtained a key to the apartment, they found Gaines sitting on the floor  —   her    son was wrapped in one of her arms. In her other hand was a shotgun. Around 3 p. m. after several hours of negotiation, police say Gaines raised the gun at officers and told them that she would kill them if they did not leave. The officers opened fire. NBC reports that “the officers involved in the incident will be placed on administrative leave while the incident is investigated. ” In Tennessee v. Garner, the Supreme Court ruled that “the Fourth Amendment prohibits the use of deadly force unless it is necessary to prevent the escape of a fleeing felon and the officer has probable cause to believe that the suspect poses a significant threat of violence to the officer or the community. ” Gaines’s death also highlights the other women who have been killed by law enforcement: Nine, including Gaines, have been fatally shot by police officers this year, according to a Washington Post database. On Twitter, users began posting the hashtag #SayHerName to call attention to these women’s deaths and “other women of color who have been killed by police. ” A recent series of shooting incidents have led to protests and rallies across the United States. In Minnesota and Louisiana, two   shooting deaths claimed the lives of two African American men in July in Dallas, an ambush killed five police officers. The events solicited responses from leaders including President Obama, who condemned the shootings and called for unity.  Last week, at the Democratic National Convention, “Mothers of the Movement” recalled the children who have died as a result of law enforcement or gun violence, just as relatives of slain officers mourned their loss. The message was clear: Violence, whether from or against the police, is an everyday challenge in communities across the United States. On Tuesday, officers arrested two men in Massachusetts after allegedly planning to kill police."
